C1_00010W_A	C1_00010W_B
AT1G27330.TAIR10	AT1G27350.TAIR10
AT1G27400.TAIR10	AT1G67430.TAIR10
AT1G27540.TAIR10	AT1G27580.TAIR10
AT1G27565.TAIR10	AT1G52905.TAIR10
AT1G28450.TAIR10	AT1G28460.TAIR10
AT1G28550.TAIR10	AT2G33870.TAIR10
AT1G29310.TAIR10	AT2G34250.TAIR10
AT1G29350.TAIR10	AT1G29370.TAIR10
AT1G29430.TAIR10	AT5G27780.TAIR10
AT1G29550.TAIR10	AT1G29590.TAIR10
AT1G29620.TAIR10	AT1G32720.TAIR10
AT1G29910.TAIR10	AT1G29920.TAIR10	AT2G34430.TAIR10	AT1G29930.TAIR10	AT2G34420.TAIR10
AT1G29965.TAIR10	AT2G34480.TAIR10	AT1G29970.TAIR10
AT1G30120.TAIR10	AT2G34590.TAIR10
AT1G30230.TAIR10	AT2G18110.TAIR10
AT1G31180.TAIR10	AT5G14200.TAIR10
AT1G31880.TAIR10	AT2G21030.TAIR10
AT1G32000.TAIR10	AT5G38190.TAIR10	AT1G32010.TAIR10
AT1G32210.TAIR10	AT2G35520.TAIR10
AT1G32337.TAIR10	AT3G46390.TAIR10
AT1G32380.TAIR10	AT2G35390.TAIR10
AT1G32470.TAIR10	AT2G35370.TAIR10
AT1G33120.TAIR10	AT1G33140.TAIR10
AT1G33940.TAIR10	AT5G18700.TAIR10
AT1G34020.TAIR10	AT4G09810.TAIR10
AT1G34210.TAIR10	AT1G71830.TAIR10
AT1G34410.TAIR10	AT1G35240.TAIR10
AT1G34792.TAIR10	AT1G34800.TAIR10	AT1G34825.TAIR10	AT1G34850.TAIR10	AT1G34860.TAIR10	AT1G34805.TAIR10	AT1G34820.TAIR10	AT1G34930.TAIR10	AT1G34840.TAIR10	AT1G34795.TAIR10	AT1G34830.TAIR10	AT1G34815.TAIR10	AT1G34810.TAIR10
AT1G35160.TAIR10	AT1G78300.TAIR10	AT4G09000.TAIR10
AT1G35170.TAIR10	AT1G35180.TAIR10
AT1G35400.TAIR10	AT1G35410.TAIR10
AT1G35670.TAIR10	AT4G09570.TAIR10
AT1G36240.TAIR10	AT1G77940.TAIR10	AT3G18740.TAIR10
AT1G38065.TAIR10	AT1G38131.TAIR10
AT1G40087.TAIR10	AT3G30200.TAIR10
AT1G40104.TAIR10	AT2G08986.TAIR10	AT2G07981.TAIR10
AT1G43080.TAIR10	AT1G43100.TAIR10	AT1G43090.TAIR10
AT1G43171.TAIR10	AT1G50220.TAIR10
AT1G43600.TAIR10	AT1G43610.TAIR10
AT1G45000.TAIR10	AT5G43010.TAIR10
AT1G45190.TAIR10	AT3G11990.TAIR10
AT1G45215.TAIR10	AT1G45221.TAIR10	AT1G57777.TAIR10	AT1G45223.TAIR10	AT1G57775.TAIR10	AT1G57760.TAIR10
AT1G45332.TAIR10	AT2G45030.TAIR10
AT1G47250.TAIR10	AT5G42790.TAIR10
AT1G47490.TAIR10	AT1G47500.TAIR10
AT1G47497.TAIR10	AT2G46460.TAIR10
AT1G47550.TAIR10	AT1G47560.TAIR10
AT1G47600.TAIR10	AT1G51470.TAIR10
AT1G47690.TAIR10	AT1G47700.TAIR10
AT1G47813.TAIR10	AT1G47820.TAIR10
AT1G48230.TAIR10	AT3G17430.TAIR10
AT1G48330.TAIR10	AT3G17580.TAIR10
AT1G48598.TAIR10	AT1G73602.TAIR10	AT3G17998.TAIR10
AT1G48630.TAIR10	AT3G18130.TAIR10
AT1G48860.TAIR10	AT2G45300.TAIR10
AT1G49140.TAIR10	AT3G18410.TAIR10
AT1G49240.TAIR10	AT3G18780.TAIR10	AT5G09810.TAIR10	AT3G12110.TAIR10	AT3G46520.TAIR10	AT5G59370.TAIR10	AT2G37620.TAIR10	AT3G53750.TAIR10
AT1G49300.TAIR10	AT3G18820.TAIR10
AT1G49680.TAIR10	AT4G28870.TAIR10
AT1G49715.TAIR10	AT1G73607.TAIR10
AT1G50250.TAIR10	AT5G42270.TAIR10
AT1G50370.TAIR10	AT3G19980.TAIR10
AT1G50480.TAIR10	AT2G12280.TAIR10	AT2G12200.TAIR10
AT1G51570.TAIR10	AT3G57880.TAIR10
AT1G52230.TAIR10	AT3G16140.TAIR10
AT1G52280.TAIR10	AT3G16100.TAIR10
AT1G52360.TAIR10	AT3G15980.TAIR10
AT1G52370.TAIR10	AT4G28360.TAIR10
AT1G52430.TAIR10	AT1G52450.TAIR10
AT1G52730.TAIR10	AT3G15610.TAIR10
AT1G53282.TAIR10	AT1G53285.TAIR10
AT1G53310.TAIR10	AT3G14940.TAIR10
AT1G53500.TAIR10	AT3G14790.TAIR10
AT1G53708.TAIR10	AT3G14362.TAIR10
AT1G53850.TAIR10	AT3G14290.TAIR10
AT1G53870.TAIR10	AT1G53890.TAIR10
AT1G53880.TAIR10	AT1G53900.TAIR10
AT1G53885.TAIR10	AT1G53903.TAIR10
AT1G54210.TAIR10	AT3G13970.TAIR10
AT1G54250.TAIR10	AT3G59600.TAIR10
AT1G54270.TAIR10	AT1G72730.TAIR10	AT3G13920.TAIR10
AT1G54290.TAIR10	AT4G27130.TAIR10	AT5G54760.TAIR10
AT1G54580.TAIR10	AT1G54630.TAIR10
AT1G54770.TAIR10	AT5G30495.TAIR10
AT1G55360.TAIR10	AT3G13510.TAIR10
AT1G55490.TAIR10	AT3G13470.TAIR10
AT1G55520.TAIR10	AT3G13445.TAIR10
AT1G55710.TAIR10	AT3G53342.TAIR10	AT4G18692.TAIR10
AT1G55860.TAIR10	AT1G70320.TAIR10
AT1G55980.TAIR10	AT1G56000.TAIR10
AT1G55990.TAIR10	AT4G33610.TAIR10
AT1G56045.TAIR10	AT3G08520.TAIR10	AT3G56020.TAIR10	AT2G40205.TAIR10	AT3G11120.TAIR10
AT1G56190.TAIR10	AT3G12780.TAIR10
AT1G58245.TAIR10	AT1G58248.TAIR10
AT1G58380.TAIR10	AT1G58983.TAIR10	AT2G41840.TAIR10	AT3G57490.TAIR10	AT1G59359.TAIR10	AT1G58684.TAIR10
AT1G58520.TAIR10	AT1G59030.TAIR10	AT1G58725.TAIR10	AT1G59406.TAIR10	AT3G43570.TAIR10	AT3G43550.TAIR10
AT1G58643.TAIR10	AT1G58936.TAIR10	AT1G59312.TAIR10
AT1G58766.TAIR10	AT1G59077.TAIR10	AT1G59453.TAIR10
AT1G58807.TAIR10	AT1G59218.TAIR10	AT1G58848.TAIR10	AT1G59124.TAIR10
AT1G59810.TAIR10	AT1G60040.TAIR10
AT1G59920.TAIR10	AT1G59930.TAIR10
AT1G60740.TAIR10	AT1G65970.TAIR10
AT1G60830.TAIR10	AT1G60900.TAIR10
AT1G61563.TAIR10	AT1G61566.TAIR10
AT1G62000.TAIR10	AT1G62080.TAIR10
AT1G62020.TAIR10	AT2G21390.TAIR10
AT1G62580.TAIR10	AT1G63340.TAIR10
AT1G62590.TAIR10	AT1G63330.TAIR10
AT1G62600.TAIR10	AT1G63390.TAIR10
AT1G62610.TAIR10	AT1G63380.TAIR10
AT1G62620.TAIR10	AT1G63370.TAIR10
AT1G62900.TAIR10	AT1G63140.TAIR10
AT1G63055.TAIR10	AT1G63057.TAIR10
AT1G63080.TAIR10	AT1G63320.TAIR10
AT1G63250.TAIR10	AT2G07750.TAIR10
AT1G64100.TAIR10	AT1G64105.TAIR10
AT1G64190.TAIR10	AT5G41670.TAIR10
AT1G64230.TAIR10	AT4G27960.TAIR10	AT3G08690.TAIR10	AT5G41700.TAIR10	AT5G53300.TAIR10
AT1G64940.TAIR10	AT1G64950.TAIR10	AT2G12190.TAIR10
AT1G64990.TAIR10	AT4G27630.TAIR10
AT1G65310.TAIR10	AT4G30290.TAIR10	AT4G30280.TAIR10
AT1G65346.TAIR10	AT2G07705.TAIR10
AT1G65880.TAIR10	AT1G65890.TAIR10
AT1G66000.TAIR10	AT1G66060.TAIR10
AT1G66040.TAIR10	AT5G39550.TAIR10	AT1G66050.TAIR10
AT1G66200.TAIR10	AT5G37600.TAIR10
AT1G66270.TAIR10	AT1G66280.TAIR10
AT1G66320.TAIR10	AT1G66640.TAIR10
AT1G66380.TAIR10	AT1G66390.TAIR10
AT1G66410.TAIR10	AT2G41110.TAIR10	AT2G27030.TAIR10	AT3G43810.TAIR10	AT5G37780.TAIR10	AT3G56800.TAIR10	AT5G21274.TAIR10
AT1G66570.TAIR10	AT2G14670.TAIR10	AT5G43610.TAIR10
AT1G66590.TAIR10	AT1G69750.TAIR10
AT1G66790.TAIR10	AT3G50674.TAIR10
AT1G69940.TAIR10	AT5G07410.TAIR10
AT1G70650.TAIR10	AT1G70660.TAIR10
AT1G70830.TAIR10	AT1G70850.TAIR10
AT1G71280.TAIR10	AT1G71370.TAIR10
AT1G71920.TAIR10	AT5G10330.TAIR10
AT1G72910.TAIR10	AT1G72930.TAIR10
AT1G72920.TAIR10	AT1G72940.TAIR10
AT1G73300.TAIR10	AT5G36180.TAIR10
AT1G73450.TAIR10	AT1G73460.TAIR10
AT1G74050.TAIR10	AT1G74060.TAIR10
AT1G76170.TAIR10	AT2G44270.TAIR10
AT1G77150.TAIR10	AT1G77170.TAIR10
AT1G78850.TAIR10	AT1G78860.TAIR10
AT1G79920.TAIR10	AT1G79930.TAIR10
AT1G80070.TAIR10	AT4G38780.TAIR10
AT1G80210.TAIR10	AT3G06820.TAIR10
AT1G80700.TAIR10	AT1G80980.TAIR10
AT2G01250.TAIR10	AT2G44120.TAIR10	AT3G13580.TAIR10
AT2G02000.TAIR10	AT2G02010.TAIR10
AT2G02103.TAIR10	AT5G18636.TAIR10	AT5G25200.TAIR10
AT2G02610.TAIR10	AT2G02640.TAIR10
AT2G02930.TAIR10	AT4G02520.TAIR10
AT2G03030.TAIR10	AT2G03300.TAIR10
AT2G03040.TAIR10	AT2G03290.TAIR10
AT2G03931.TAIR10	AT2G03936.TAIR10
AT2G04066.TAIR10	AT2G04080.TAIR10
AT2G04090.TAIR10	AT2G04100.TAIR10
AT2G04390.TAIR10	AT2G05220.TAIR10	AT5G04800.TAIR10	AT3G10610.TAIR10
AT2G04520.TAIR10	AT5G35680.TAIR10
AT2G04630.TAIR10	AT5G51940.TAIR10
AT2G05050.TAIR10	AT4G08260.TAIR10	AT3G27140.TAIR10
AT2G05070.TAIR10	AT3G27690.TAIR10	AT2G05100.TAIR10
AT2G05140.TAIR10	AT2G37690.TAIR10
AT2G05185.TAIR10	AT5G22608.TAIR10
AT2G05230.TAIR10	AT2G05250.TAIR10
AT2G05310.TAIR10	AT4G13500.TAIR10
AT2G05440.TAIR10	AT2G05510.TAIR10
AT2G05840.TAIR10	AT5G35590.TAIR10
AT2G07120.TAIR10	AT3G18340.TAIR10
AT2G07140.TAIR10	AT3G44120.TAIR10	AT3G18320.TAIR10
AT2G07771.TAIR10	AT2G07681.TAIR10	ATMG00900.TAIR10	ATMG00890.TAIR10	AT2G07773.TAIR10	ATMG00910.TAIR10
AT2G07776.TAIR10	ATMG00530.TAIR10
AT2G07749.TAIR10	ATMG01110.TAIR10
AT2G07777.TAIR10	ATMG01090.TAIR10
AT2G07671.TAIR10	ATMG00040.TAIR10	ATMG01080.TAIR10
AT2G07672.TAIR10	ATMG01050.TAIR10
AT2G07673.TAIR10	ATMG01030.TAIR10
AT2G07674.TAIR10	ATMG01010.TAIR10
AT2G07751.TAIR10	ATMG00990.TAIR10
AT2G07675.TAIR10	ATMG00980.TAIR10
AT2G07676.TAIR10	ATMG00970.TAIR10
AT2G07768.TAIR10	ATMG00960.TAIR10
AT2G07678.TAIR10	ATMG00920.TAIR10
AT2G07687.TAIR10	ATMG00730.TAIR10
AT2G07691.TAIR10	ATMG01310.TAIR10
AT2G07692.TAIR10	ATMG01300.TAIR10
AT2G07695.TAIR10	ATMG01280.TAIR10
AT2G07785.TAIR10	ATMG01275.TAIR10
AT2G07696.TAIR10	ATMG01270.TAIR10
AT2G07798.TAIR10	ATMG01220.TAIR10
AT2G07698.TAIR10	ATMG01190.TAIR10	ATMG01200.TAIR10
AT2G07701.TAIR10	ATMG00430.TAIR10	ATMG01150.TAIR10
AT2G07702.TAIR10	ATMG01140.TAIR10	ATMG00440.TAIR10
AT2G07706.TAIR10	ATMG00470.TAIR10
AT2G07707.TAIR10	ATMG00480.TAIR10
AT2G07708.TAIR10	ATMG00500.TAIR10
AT2G07713.TAIR10	ATMG00540.TAIR10
AT2G07714.TAIR10	ATMG00550.TAIR10
AT2G07715.TAIR10	ATMG00560.TAIR10
AT2G07718.TAIR10	ATMG00590.TAIR10
AT2G07719.TAIR10	ATMG00610.TAIR10
AT2G07722.TAIR10	ATMG00620.TAIR10	ATMG00170.TAIR10
AT2G07724.TAIR10	ATMG00200.TAIR10
AT2G07725.TAIR10	ATMG00210.TAIR10
AT2G07727.TAIR10	ATMG00220.TAIR10
AT2G07732.TAIR10	ATMG00280.TAIR10
AT2G07734.TAIR10	ATMG00290.TAIR10
AT2G07739.TAIR10	ATCG01000.TAIR10	ATCG01130.TAIR10	ATMG00370.TAIR10
AT2G07741.TAIR10	ATMG00410.TAIR10	ATMG01170.TAIR10
AT2G09990.TAIR10	AT5G18380.TAIR10
AT2G13450.TAIR10	AT4G02000.TAIR10
AT2G13640.TAIR10	AT5G27310.TAIR10	AT2G27780.TAIR10
AT2G13790.TAIR10	AT2G13800.TAIR10
AT2G13960.TAIR10	AT5G02320.TAIR10
AT2G14285.TAIR10	AT4G30220.TAIR10
AT2G14378.TAIR10	AT4G35165.TAIR10
AT2G14440.TAIR10	AT2G14510.TAIR10
AT2G14720.TAIR10	AT2G14740.TAIR10
AT2G15450.TAIR10	AT2G15460.TAIR10	AT2G15470.TAIR10	AT2G26620.TAIR10
AT2G15880.TAIR10	AT4G33970.TAIR10	AT3G19020.TAIR10
AT2G16120.TAIR10	AT2G16130.TAIR10
AT2G16570.TAIR10	AT4G34740.TAIR10
AT2G16850.TAIR10	AT4G35100.TAIR10
AT2G16930.TAIR10	AT5G15220.TAIR10
AT2G17290.TAIR10	AT4G35310.TAIR10
AT2G17360.TAIR10	AT5G07090.TAIR10	AT5G58420.TAIR10
AT2G17380.TAIR10	AT4G35410.TAIR10
AT2G17800.TAIR10	AT3G51300.TAIR10	AT4G35950.TAIR10	AT3G51290.TAIR10
AT2G18020.TAIR10	AT4G36130.TAIR10
AT2G18140.TAIR10	AT2G18150.TAIR10
AT2G18170.TAIR10	AT4G36450.TAIR10
AT2G18320.TAIR10	AT5G52080.TAIR10	AT2G27540.TAIR10
AT2G18450.TAIR10	AT5G66760.TAIR10
AT2G18740.TAIR10	AT4G30330.TAIR10
AT2G18840.TAIR10	AT4G30260.TAIR10
AT2G18960.TAIR10	AT4G30190.TAIR10
AT2G18990.TAIR10	AT3G25580.TAIR10
AT2G19030.TAIR10	AT2G19045.TAIR10	AT2G19040.TAIR10
AT2G19350.TAIR10	AT4G29850.TAIR10
AT2G19720.TAIR10	AT4G29430.TAIR10
AT2G19740.TAIR10	AT5G56710.TAIR10	AT4G26230.TAIR10
AT2G19750.TAIR10	AT4G29390.TAIR10	AT5G56670.TAIR10
AT2G19850.TAIR10	AT3G54730.TAIR10	AT4G04030.TAIR10
AT2G20120.TAIR10	AT2G20130.TAIR10
AT2G20140.TAIR10	AT4G29040.TAIR10
AT2G21250.TAIR10	AT2G21260.TAIR10
AT2G21580.TAIR10	AT4G39200.TAIR10	AT4G34555.TAIR10
AT2G21730.TAIR10	AT2G21890.TAIR10
AT2G22240.TAIR10	AT4G39800.TAIR10
AT2G22290.TAIR10	AT5G10260.TAIR10	AT2G44610.TAIR10
AT2G22310.TAIR10	AT4G39910.TAIR10
AT2G22950.TAIR10	AT4G37640.TAIR10
AT2G23930.TAIR10	AT3G11500.TAIR10
AT2G24692.TAIR10	AT3G50780.TAIR10
AT2G24945.TAIR10	AT4G36925.TAIR10
AT2G24990.TAIR10	AT5G37350.TAIR10
AT2G25050.TAIR10	AT3G32410.TAIR10	AT3G32400.TAIR10
AT2G25210.TAIR10	AT3G02190.TAIR10	AT4G31985.TAIR10
AT2G25520.TAIR10	AT4G32390.TAIR10
AT2G25610.TAIR10	AT4G32530.TAIR10
AT2G25630.TAIR10	AT5G44640.TAIR10	AT5G42260.TAIR10
AT2G25880.TAIR10	AT4G32830.TAIR10
AT2G26010.TAIR10	AT5G44430.TAIR10	AT2G26020.TAIR10	AT5G44420.TAIR10
AT2G26080.TAIR10	AT4G33010.TAIR10
AT2G27402.TAIR10	AT2G32180.TAIR10	AT2G32650.TAIR10
AT2G27710.TAIR10	AT2G27720.TAIR10
AT2G27790.TAIR10	AT5G27300.TAIR10
AT2G27960.TAIR10	AT2G27970.TAIR10
AT2G28760.TAIR10	AT5G59290.TAIR10	AT3G46440.TAIR10
AT2G28850.TAIR10	AT2G28860.TAIR10
AT2G29140.TAIR10	AT2G29200.TAIR10	AT2G29190.TAIR10
AT2G29605.TAIR10	AT2G29850.TAIR10
AT2G29870.TAIR10	AT2G34390.TAIR10
AT2G30910.TAIR10	AT2G31300.TAIR10
AT2G31540.TAIR10	AT2G31550.TAIR10
AT2G31610.TAIR10	AT3G53870.TAIR10	AT5G35530.TAIR10
AT2G32190.TAIR10	AT2G32210.TAIR10
AT2G34280.TAIR10	AT4G01640.TAIR10
AT2G35280.TAIR10	AT3G30430.TAIR10
AT2G35810.TAIR10	AT2G35830.TAIR10
AT2G35860.TAIR10	AT3G52370.TAIR10
AT2G35970.TAIR10	AT4G09590.TAIR10
AT2G36160.TAIR10	AT3G11510.TAIR10	AT3G52580.TAIR10
AT2G36460.TAIR10	AT3G52930.TAIR10
AT2G36580.TAIR10	AT3G52990.TAIR10
AT2G36620.TAIR10	AT3G53020.TAIR10
AT2G37040.TAIR10	AT3G53260.TAIR10
AT2G37170.TAIR10	AT2G37180.TAIR10	AT3G53420.TAIR10
AT2G37190.TAIR10	AT3G53430.TAIR10	AT5G60670.TAIR10
AT2G37210.TAIR10	AT3G53450.TAIR10
AT2G37270.TAIR10	AT3G11940.TAIR10
AT2G37600.TAIR10	AT3G53740.TAIR10	AT5G02450.TAIR10
AT2G38195.TAIR10	AT2G38220.TAIR10
AT2G38210.TAIR10	AT5G01410.TAIR10	AT2G38230.TAIR10
AT2G38630.TAIR10	AT3G54190.TAIR10
AT2G38810.TAIR10	AT3G54560.TAIR10
AT2G38940.TAIR10	AT3G54700.TAIR10
AT2G39390.TAIR10	AT3G55170.TAIR10	AT3G09500.TAIR10	AT5G02610.TAIR10
AT2G39460.TAIR10	AT3G55280.TAIR10
AT2G39480.TAIR10	AT3G55320.TAIR10
AT2G40120.TAIR10	AT4G03175.TAIR10
AT2G40510.TAIR10	AT3G56340.TAIR10	AT2G40590.TAIR10
AT2G40710.TAIR10	AT4G37680.TAIR10	AT4G38290.TAIR10	AT4G38320.TAIR10	AT4G38330.TAIR10	AT2G45250.TAIR10	AT4G38280.TAIR10
AT2G40955.TAIR10	AT4G15096.TAIR10
AT2G41140.TAIR10	AT3G56760.TAIR10
AT2G41390.TAIR10	AT2G41400.TAIR10
AT2G41980.TAIR10	AT3G58040.TAIR10
AT2G42310.TAIR10	AT3G57785.TAIR10
AT2G42500.TAIR10	AT3G58500.TAIR10
AT2G42600.TAIR10	AT3G42628.TAIR10
AT2G42680.TAIR10	AT3G58680.TAIR10
AT2G42740.TAIR10	AT5G45775.TAIR10	AT3G58700.TAIR10	AT4G18730.TAIR10
AT2G43240.TAIR10	AT3G59360.TAIR10
AT2G43460.TAIR10	AT3G59540.TAIR10
AT2G44100.TAIR10	AT3G59920.TAIR10
AT2G45070.TAIR10	AT3G60540.TAIR10
AT2G45260.TAIR10	AT4G34080.TAIR10	AT4G33320.TAIR10
AT2G45330.TAIR10	AT5G23600.TAIR10
AT2G45710.TAIR10	AT5G47930.TAIR10	AT3G61110.TAIR10
AT2G46280.TAIR10	AT2G46290.TAIR10
AT2G46440.TAIR10	AT2G46450.TAIR10
AT2G46670.TAIR10	AT2G46790.TAIR10
AT2G46720.TAIR10	AT3G10280.TAIR10
AT2G47250.TAIR10	AT3G62310.TAIR10
AT2G47510.TAIR10	AT5G50950.TAIR10
AT2G47610.TAIR10	AT3G62870.TAIR10
AT2G47640.TAIR10	AT3G62840.TAIR10
AT2G47650.TAIR10	AT3G62830.TAIR10
AT2G47690.TAIR10	AT3G62790.TAIR10
AT2G47880.TAIR10	AT3G62960.TAIR10
AT2G48121.TAIR10	AT4G37510.TAIR10
AT3G01040.TAIR10	AT5G15470.TAIR10
AT3G02080.TAIR10	AT5G15520.TAIR10	AT5G61170.TAIR10
AT3G02230.TAIR10	AT5G15650.TAIR10
AT3G02520.TAIR10	AT5G16050.TAIR10
AT3G02530.TAIR10	AT5G16070.TAIR10
AT3G02610.TAIR10	AT3G02620.TAIR10
AT3G02770.TAIR10	AT5G16450.TAIR10
AT3G03050.TAIR10	AT5G16910.TAIR10
AT3G03120.TAIR10	AT5G17060.TAIR10
AT3G03250.TAIR10	AT5G17310.TAIR10
AT3G03430.TAIR10	AT5G17480.TAIR10
AT3G03700.TAIR10	AT3G04440.TAIR10
AT3G03780.TAIR10	AT5G17920.TAIR10
AT3G04390.TAIR10	AT4G31196.TAIR10	AT4G37500.TAIR10
AT3G04490.TAIR10	AT4G38092.TAIR10
AT3G04700.TAIR10	AT3G04710.TAIR10
AT3G04840.TAIR10	AT4G34670.TAIR10
AT3G04920.TAIR10	AT5G28060.TAIR10
AT3G05560.TAIR10	AT5G27770.TAIR10
AT3G05580.TAIR10	AT5G27840.TAIR10
AT3G05590.TAIR10	AT5G27850.TAIR10
AT3G05840.TAIR10	AT5G26751.TAIR10	AT5G14640.TAIR10
AT3G06320.TAIR10	AT5G18790.TAIR10
AT3G06400.TAIR10	AT5G18620.TAIR10
AT3G06650.TAIR10	AT5G49460.TAIR10
AT3G06680.TAIR10	AT3G06700.TAIR10
AT3G07110.TAIR10	AT5G48760.TAIR10	AT3G24830.TAIR10	AT4G13170.TAIR10
AT3G07380.TAIR10	AT5G48190.TAIR10	AT3G60990.TAIR10	AT4G20170.TAIR10
AT3G07850.TAIR10	AT3G14040.TAIR10
AT3G08530.TAIR10	AT3G11130.TAIR10
AT3G08930.TAIR10	AT5G01460.TAIR10
AT3G08943.TAIR10	AT3G08947.TAIR10
AT3G09200.TAIR10	AT3G11250.TAIR10
AT3G09330.TAIR10	AT3G09340.TAIR10
AT3G09440.TAIR10	AT5G02490.TAIR10	AT3G12580.TAIR10	AT5G02500.TAIR10
AT3G09630.TAIR10	AT5G02870.TAIR10
AT3G09680.TAIR10	AT5G02960.TAIR10
AT3G09820.TAIR10	AT5G03300.TAIR10
AT3G09840.TAIR10	AT5G03340.TAIR10	AT3G53230.TAIR10
AT3G09900.TAIR10	AT5G03520.TAIR10	AT3G46060.TAIR10	AT5G59840.TAIR10	AT3G53610.TAIR10
AT3G10090.TAIR10	AT5G03850.TAIR10	AT5G64140.TAIR10
AT3G10290.TAIR10	AT5G04160.TAIR10
AT3G10540.TAIR10	AT5G04510.TAIR10
AT3G10860.TAIR10	AT5G05370.TAIR10
AT3G10900.TAIR10	AT3G30540.TAIR10
AT3G11270.TAIR10	AT5G05780.TAIR10
AT3G11320.TAIR10	AT5G05820.TAIR10
AT3G11402.TAIR10	AT3G11397.TAIR10
AT3G11630.TAIR10	AT5G06290.TAIR10
AT3G11910.TAIR10	AT5G06600.TAIR10
AT3G12030.TAIR10	AT5G06660.TAIR10
AT3G12250.TAIR10	AT5G06950.TAIR10
AT3G12390.TAIR10	AT5G13850.TAIR10
AT3G14390.TAIR10	AT5G11880.TAIR10
AT3G14415.TAIR10	AT3G14420.TAIR10
AT3G14510.TAIR10	AT3G14550.TAIR10	AT3G14530.TAIR10
AT3G16400.TAIR10	AT3G16410.TAIR10
AT3G17225.TAIR10	AT3G17230.TAIR10
AT3G17712.TAIR10	AT3G17740.TAIR10
AT3G18090.TAIR10	AT3G23780.TAIR10
AT3G18240.TAIR10	AT4G21460.TAIR10
AT3G20210.TAIR10	AT3G20220.TAIR10
AT3G21920.TAIR10	AT3G21930.TAIR10
AT3G21990.TAIR10	AT4G20600.TAIR10	AT4G20540.TAIR10	AT4G20610.TAIR10	AT4G20580.TAIR10	AT4G20620.TAIR10	AT4G20670.TAIR10	AT4G20590.TAIR10	AT4G20530.TAIR10	AT4G20560.TAIR10	AT4G20630.TAIR10	AT4G20550.TAIR10	AT4G20570.TAIR10	AT4G20650.TAIR10	AT4G20640.TAIR10	AT4G20520.TAIR10	AT4G20700.TAIR10
AT3G22000.TAIR10	AT4G20680.TAIR10
AT3G22230.TAIR10	AT4G15000.TAIR10
AT3G22231.TAIR10	AT3G22235.TAIR10
AT3G22360.TAIR10	AT3G27620.TAIR10
AT3G22630.TAIR10	AT4G14800.TAIR10
AT3G22890.TAIR10	AT4G14680.TAIR10
AT3G23300.TAIR10	AT4G14360.TAIR10
AT3G23325.TAIR10	AT4G14342.TAIR10
AT3G23390.TAIR10	AT4G14320.TAIR10
AT3G23510.TAIR10	AT3G23530.TAIR10
AT3G23685.TAIR10	AT3G25090.TAIR10
AT3G23810.TAIR10	AT4G13940.TAIR10
AT3G23910.TAIR10	AT3G24255.TAIR10
AT3G24020.TAIR10	AT4G13580.TAIR10
AT3G24290.TAIR10	AT3G24300.TAIR10
AT3G24870.TAIR10	AT3G24880.TAIR10
AT3G24982.TAIR10	AT3G25020.TAIR10
AT3G25520.TAIR10	AT5G39740.TAIR10
AT3G25820.TAIR10	AT3G25830.TAIR10
AT3G25960.TAIR10	AT3G55650.TAIR10	AT3G55810.TAIR10
AT3G26170.TAIR10	AT3G26180.TAIR10
AT3G26620.TAIR10	AT3G26660.TAIR10
AT3G27030.TAIR10	AT5G40970.TAIR10
AT3G27190.TAIR10	AT5G40870.TAIR10
AT3G27240.TAIR10	AT5G40810.TAIR10
AT3G27329.TAIR10	AT3G27331.TAIR10
AT3G27380.TAIR10	AT5G40650.TAIR10
AT3G27430.TAIR10	AT5G40580.TAIR10
AT3G27830.TAIR10	AT3G27850.TAIR10
AT3G28150.TAIR10	AT5G40180.TAIR10
AT3G28290.TAIR10	AT3G28300.TAIR10
AT3G28410.TAIR10	AT5G02700.TAIR10
AT3G28530.TAIR10	AT4G10960.TAIR10	AT4G23920.TAIR10
AT3G28640.TAIR10	AT3G28660.TAIR10
AT3G28710.TAIR10	AT3G28715.TAIR10
AT3G28810.TAIR10	AT3G28820.TAIR10
AT3G28956.TAIR10	AT5G62950.TAIR10
AT3G29360.TAIR10	AT5G39320.TAIR10	AT5G15490.TAIR10
AT3G30383.TAIR10	AT3G30385.TAIR10	AT5G42955.TAIR10	AT3G30387.TAIR10	AT5G34887.TAIR10	AT5G42957.TAIR10	AT5G34905.TAIR10	AT5G34885.TAIR10	AT5G34883.TAIR10	AT5G34881.TAIR10	AT5G42567.TAIR10
AT3G30841.TAIR10	AT4G09520.TAIR10
AT3G42148.TAIR10	AT4G04078.TAIR10
AT3G42565.TAIR10	AT5G36370.TAIR10	AT5G36350.TAIR10	AT5G36661.TAIR10	AT5G36330.TAIR10	AT5G36380.TAIR10	AT5G36340.TAIR10	AT5G36480.TAIR10	AT5G36738.TAIR10	AT5G36390.TAIR10	AT5G36500.TAIR10	AT5G36470.TAIR10	AT5G36310.TAIR10	AT5G36320.TAIR10	AT5G36460.TAIR10	AT5G36450.TAIR10	AT5G36440.TAIR10	AT5G36420.TAIR10	AT5G36430.TAIR10	AT5G36410.TAIR10	AT5G36540.TAIR10	AT5G36658.TAIR10	AT5G36659.TAIR10	AT5G36657.TAIR10	AT5G36550.TAIR10	AT5G36490.TAIR10	AT5G36400.TAIR10	AT5G36520.TAIR10	AT5G36360.TAIR10	AT5G36662.TAIR10	AT5G36739.TAIR10
AT3G43470.TAIR10	AT3G43480.TAIR10
